location,price,size,rooms,price/m2,bathrooms,type,region
Els Pavos (Blanes),195000,132,4,1477.27,2,Piso,girona
Els Pavos (Blanes),151000,103,3,1466.02,2,Piso,selva
Els Pavos (Blanes),152000,115,3,1321.74,2,Piso,selva
Els Pavos (Blanes),157000,80,3,1962.5,2,Piso,selva
Els Pavos (Blanes),100000,65,3,1538.46,1,Piso,selva
Els Pavos (Blanes),165000,100,4,1650.0,2,Piso,selva
Els Pavos (Blanes),175000,108,3,1620.37,2,Piso,selva
Els Pavos (Blanes),144000,95,3,1515.79,2,Piso,selva
Els Pavos (Blanes),219600,120,4,1830.0,3,Piso,girona
Els Pavos (Blanes),193000,90,3,2144.44,2,Piso,selva
Els Pavos (Blanes),410000,240,4,1708.33,4,Piso,selva
Els Pavos (Blanes),199000,114,4,1745.61,2,Piso,selva
Els Pavos (Blanes),115000,111,4,1036.04,2,Piso,selva
Els Pavos (Blanes),124500,79,2,1575.95,2,Piso,selva
Els Pavos (Blanes),137000,110,3,1245.45,2,Piso,girona
Els Pavos (Blanes),138000,119,3,1159.66,1,Piso,selva
Els Pavos (Blanes),195000,80,2,2437.5,2,Piso,selva
Els Pavos (Blanes),243000,180,5,1350.0,3,Piso,selva
Els Pavos (Blanes),440000,260,4,1692.31,5,Piso,selva
Els Pavos (Blanes),158500,66,2,2401.52,1,Piso,selva
Els Pavos (Blanes),116000,65,2,1784.62,1,Piso,girona
Els Pavos (Blanes),135000,90,3,1500.0,1,Piso,selva
Els Pavos (Blanes),126900,55,2,2307.27,1,Piso,selva
Els Pavos (Blanes),157500,80,3,1968.75,2,Piso,girona
Els Pavos (Blanes),199000,115,3,1730.43,2,Piso,selva
Els Pavos (Blanes),199000,135,3,1474.07,2,Piso,selva
Els Pavos (Blanes),155000,115,3,1347.83,1,Piso,girona
Els Pavos (Blanes),220000,152,3,1447.37,2,Piso,girona
Els Pavos (Blanes),164950,87,3,1895.98,1,Piso,selva
Els Pavos (Blanes),135000,107,3,1261.68,1,Piso,selva
Els Pavos (Blanes),153000,100,3,1530.0,2,Piso,selva
Els Pavos (Blanes),210000,157,2,1337.58,2,Piso,selva
Els Pavos (Blanes),249000,160,5,1556.25,3,Piso,selva
Els Pavos (Blanes),267000,110,3,2427.27,1,Piso,girona
Els Pavos (Blanes),184000,80,3,2300.0,2,Piso,selva
Els Pavos (Blanes),126000,60,2,2100.0,1,Piso,selva
Els Pavos (Blanes),170000,95,3,1789.47,2,Piso,selva
Els Pins (Blanes),80000,80,2,1000.0,1,Piso,selva
Els Pins (Blanes),220000,120,3,1833.33,2,Piso,girona
Els Pins (Blanes),85000,52,1,1634.62,1,Piso,selva
Els Pins (Blanes),550000,190,5,2894.74,3,Casa,girona
Els Pins (Blanes),148000,82,2,1804.88,1,Piso,selva
Els Pins (Blanes),106000,55,1,1927.27,1,Piso,girona
Els Pins (Blanes),99000,55,1,1800.0,1,Piso,selva
Els Pins (Blanes),109000,102,3,1068.63,2,Piso,girona
Els Pins (Blanes),143000,75,2,1906.67,1,Piso,selva
Els Pins (Blanes),265000,90,3,2944.44,2,Piso,girona
Els Pins (Blanes),498000,348,5,1431.03,3,Piso,selva
Els Pins (Blanes),270000,97,3,2783.51,2,Piso,selva
Els Pins (Blanes),125000,59,1,2118.64,1,Piso,selva
Els Pins (Blanes),115000,50,1,2300.0,1,Piso,selva
Els Pins (Blanes),215000,110,3,1954.55,2,Piso,girona
Els Pins (Blanes),215000,94,3,2287.23,2,Piso,selva
Els Pins (Blanes),198000,100,4,1980.0,2,Piso,girona
Els Pins (Blanes),260000,75,3,3466.67,1,Piso,selva
Els Pins (Blanes),99000,52,1,1903.85,2,Piso,girona
Els Pins (Blanes),105000,60,1,1750.0,1,Piso,girona
Els Pins (Blanes),108500,51,2,2127.45,1,Piso,selva
Els Pins (Blanes),178000,80,2,2225.0,1,Piso,selva
Els Pins (Blanes),143000,155,5,922.58,2,Piso,selva
Els Pins (Blanes),214000,107,3,2000.0,2,Piso,selva
Els Pins (Blanes),170000,80,2,2125.0,1,Piso,selva
Els Pins (Blanes),76000,74,3,1027.03,1,Piso,girona
Els Pins (Blanes),90000,94,2,957.45,2,Piso,selva
Els Pins (Blanes),157000,80,2,1962.5,1,Piso,selva
Els Pins (Blanes),575000,299,3,1923.08,3,Piso,selva
Els Pins (Blanes),151000,95,3,1589.47,1,Piso,selva
Els Pins (Blanes),148000,61,2,2426.23,1,Piso,selva
Els Pins (Blanes),95000,68,2,1397.06,1,Piso,selva
Els Pins (Blanes),160000,52,2,3076.92,1,Piso,girona
Els Pins (Blanes),180000,94,3,1914.89,1,Piso,selva
Els Pins (Blanes),157000,87,3,1804.6,1,Piso,girona
Els Pins (Blanes),75000,59,2,1271.19,1,Atico,girona
Els Pins (Blanes),75000,59,2,1271.19,1,Piso,girona
Els Pins (Blanes),99000,67,1,1477.61,1,Piso,selva
Els Pins (Blanes),87260,70,3,1246.57,1,Piso,selva
Els Pins (Blanes),335000,127,4,2637.8,2,Casa,girona
Els Pins (Blanes),132000,75,2,1760.0,1,Piso,selva
Els Pins (Blanes),88900,80,3,1111.25,1,Piso,girona
Els Pins (Blanes),126000,67,3,1880.6,1,Piso,girona
Els Pins (Blanes),175000,181,2,966.85,1,Piso,selva
Els Pins (Blanes),150164,80,3,1877.05,2,Piso,selva
Els Pins (Blanes),121900,61,2,1998.36,1,Piso,selva
Els Pins (Blanes),106000,59,1,1796.61,1,Piso,selva
Els Pins (Blanes),213900,115,3,1860.0,2,Piso,girona
Els Pins (Blanes),167000,89,2,1876.4,1,Piso,girona
Els Pins (Blanes),68000,70,3,971.43,1,Piso,girona
Els Pins (Blanes),105000,80,3,1312.5,1,Piso,girona
Els Pins (Blanes),135000,93,3,1451.61,2,Piso,girona
Els Pins (Blanes),198000,100,4,1980.0,2,Duplex,girona
Els Pins (Blanes),215000,104,3,2067.31,2,Piso,selva
Els Pins (Blanes),126000,90,3,1400.0,1,Piso,girona
Els Pins (Blanes),77000,70,2,1100.0,1,Piso,girona
Els Pins (Blanes),150000,110,4,1363.64,2,Piso,selva
Els Pins (Blanes),95000,55,1,1727.27,1,Piso,selva
Els Pins (Blanes),130000,67,3,1940.3,1,Piso,selva
Els Pins (Blanes),220000,120,3,1833.33,2,Atico,girona
Els Pins (Blanes),169000,40,1,4225.0,1,Piso,selva
Els Pins (Blanes),96000,70,3,1371.43,1,Piso,girona
Els Pins (Blanes),130000,75,3,1733.33,1,Piso,selva
Els Pins (Blanes),265000,80,3,3312.5,2,Piso,selva
Els Pins (Blanes),110250,55,1,2004.55,1,Piso,selva
Els Pins (Blanes),131000,93,3,1408.6,1,Piso,selva
Els Pins (Blanes),178000,86,2,2069.77,1,Piso,girona
Els Pins (Blanes),219950,90,3,2443.89,2,Piso,selva
Els Pins (Blanes),180500,88,2,2051.14,1,Piso,selva
Els Pins (Blanes),180000,85,2,2117.65,1,Piso,selva
Els Pins (Blanes),67100,75,3,894.67,1,Piso,girona
Els Pins (Blanes),99900,59,1,1693.22,1,Piso,selva
Els Pins (Blanes),498000,348,5,1431.03,3,Casa,girona
Els Pins (Blanes),120000,95,3,1263.16,2,Piso,selva
Els Pins (Blanes),450000,246,4,1829.27,3,Piso,selva
Els Pins (Blanes),99900,52,1,1921.15,1,Piso,selva
Els Pins (Blanes),68000,85,3,800.0,1,Piso,girona
Els Pins (Blanes),79500,94,2,845.74,1,Piso,girona
Els Pins (Blanes),159000,104,4,1528.85,2,Piso,selva
Els Pins (Blanes),137000,50,3,2740.0,1,Piso,selva
Els Pins (Blanes),165000,75,2,2200.0,1,Piso,selva
Els Pins (Blanes),105000,55,1,1909.09,1,Piso,selva
Els Pins (Blanes),89900,70,3,1284.29,1,Piso,girona
Els Pins (Blanes),189000,70,2,2700.0,1,Piso,selva
Els Pins (Blanes),168000,78,3,2153.85,1,Piso,girona
Els Pins (Blanes),310000,195,6,1589.74,5,Piso,selva
Els Pins (Blanes),81000,93,2,870.97,1,Piso,selva
Els Pins (Blanes),169500,160,3,1059.38,2,Piso,selva
Els Pins (Blanes),178000,65,3,2738.46,1,Piso,selva
Els Pins (Blanes),116500,88,3,1323.86,2,Piso,girona
Els Pins (Blanes),260000,120,4,2166.67,2,Piso,selva
Els Pins (Blanes),173000,95,3,1821.05,2,Piso,selva
Els Pins (Blanes),150000,97,3,1546.39,1,Piso,selva
Els Pins (Blanes),157000,95,3,1652.63,1,Piso,selva
Els Pins (Blanes),95000,40,1,2375.0,1,Piso,selva
Els Pins (Blanes),86000,41,1,2097.56,1,Piso,girona
Els Pins (Blanes),68260,65,2,1050.15,1,Piso,selva
Els Pins (Blanes),84000,99,3,848.48,1,Piso,girona
Els Pins (Blanes),149000,88,2,1693.18,2,Piso,girona
Els Pins (Blanes),159000,118,4,1347.46,1,Piso,selva
Els Pins (Blanes),575000,299,3,1923.08,3,Casa,girona
Els Pins (Blanes),110000,45,1,2444.44,1,Piso,selva
Els Pins (Blanes),160000,75,2,2133.33,1,Piso,girona
Els Pins (Blanes),168500,86,3,1959.3,2,Piso,girona
Els Pins (Blanes),169950,70,2,2427.86,1,Piso,selva
Els Pins (Blanes),295000,126,3,2341.27,2,Piso,selva
Els Pins (Blanes),68000,65,3,1046.15,1,Piso,selva
Els Pins (Blanes),149000,105,3,1419.05,1,Piso,selva
Els Pins (Blanes),320000,90,3,3555.56,2,Piso,girona
Els Pins (Blanes),168000,65,3,2584.62,1,Piso,selva
Els Pins (Blanes),99000,40,1,2475.0,1,Piso,selva
Els Pins (Blanes),335000,127,4,2637.8,2,Piso,girona
Els Pins (Blanes),550000,190,5,2894.74,3,Piso,selva
Els Pins (Blanes),138000,104,3,1326.92,1,Piso,girona
Els Pins (Blanes),146000,61,2,2393.44,1,Piso,girona
Els Pins (Blanes),112000,54,1,2074.07,1,Piso,girona
Els Pins (Blanes),93500,65,3,1438.46,1,Piso,selva
Els Pins (Blanes),138000,98,3,1408.16,1,Piso,girona
Els Pins (Blanes),115000,58,1,1982.76,1,Piso,selva
Els Pins (Blanes),85000,100,3,850.0,2,Piso,girona
Els Pins (Blanes),76000,91,3,835.16,1,Piso,girona
Els Pins (Blanes),335000,196,3,1709.18,2,Piso,selva
Els Pins (Blanes),137000,110,3,1245.45,2,Piso,selva
Els Pins (Blanes),80000,74,2,1081.08,1,Piso,selva
Els Pins (Castell-Platja d'Aro),238000,80,2,2975.0,1,Piso,baix_emporda
Els Pins (Castell-Platja d'Aro),179000,75,2,2386.67,1,Piso,girona
Els Pins (Castell-Platja d'Aro),210000,90,3,2333.33,2,Piso,girona
Els Pins (Castell-Platja d'Aro),215000,79,2,2721.52,1,Piso,girona
Els Pins (Castell-Platja d'Aro),74000,32,1,2312.5,1,Piso,girona
Els Pins (Castell-Platja d'Aro),190000,105,2,1809.52,2,Piso,girona
Els Pins (Castell-Platja d'Aro),450000,280,4,1607.14,2,Casa,girona
Els Pins (Castell-Platja d'Aro),275000,190,2,1447.37,3,Casa,girona
Els Pins (Castell-Platja d'Aro),199500,60,2,3325.0,1,Piso,girona
Els Pins (Castell-Platja d'Aro),179000,70,2,2557.14,1,Piso,baix_emporda
Els Pins (Castell-Platja d'Aro),450000,280,4,1607.14,2,Piso,baix_emporda
Els Pins (Castell-Platja d'Aro),196000,74,2,2648.65,1,Piso,girona
Els Pins (Castell-Platja d'Aro),750000,246,5,3048.78,3,Casa,girona
Els Pins (Castell-Platja d'Aro),230000,92,3,2500.0,2,Piso,girona
Els Pins (Castell-Platja d'Aro),398000,237,4,1679.32,4,Piso,baix_emporda
Els Pins (Castell-Platja d'Aro),290000,206,3,1407.77,3,Casa,girona
Els Pins (Castell-Platja d'Aro),142800,64,2,2231.25,1,Piso,baix_emporda
Els Pins (Castell-Platja d'Aro),250000,52,2,4807.69,1,Casa,girona
Els Pins (Castell-Platja d'Aro),750000,246,5,3048.78,3,Piso,girona
Els Pins (Castell-Platja d'Aro),199500,70,2,2850.0,1,Piso,girona
Els Pins (Castell-Platja d'Aro),560000,160,4,3500.0,3,Piso,baix_emporda
Els Pins (Castell-Platja d'Aro),189000,120,4,1575.0,2,Piso,baix_emporda
Els Pins (Castell-Platja d'Aro),290000,206,3,1407.77,3,Piso,girona
Els Pins (Castell-Platja d'Aro),136000,58,1,2344.83,1,Piso,baix_emporda
Els Pins (Castell-Platja d'Aro),399000,171,4,2333.33,2,Piso,baix_emporda
Els Pins (Castell-Platja d'Aro),229000,88,3,2602.27,2,Piso,girona
Els Pins (Castell-Platja d'Aro),189000,90,4,2100.0,2,Piso,baix_emporda
Els Pins (Castell-Platja d'Aro),190000,101,2,1881.19,2,Piso,girona
Els Pins (Castell-Platja d'Aro),380000,302,4,1258.28,2,Casa,girona
Els Pins (Castell-Platja d'Aro),239000,119,3,2008.4,2,Piso,baix_emporda
Els Pins (Castell-Platja d'Aro),250000,52,2,4807.69,1,Piso,baix_emporda
Els Pins (Castell-Platja d'Aro),399000,170,4,2347.06,3,Piso,baix_emporda
Els Pins (Castell-Platja d'Aro),165000,76,2,2171.05,1,Piso,girona
Els Pins (Castell-Platja d'Aro),200000,75,2,2666.67,1,Piso,baix_emporda
Els Pins (Castell-Platja d'Aro),139000,40,1,3475.0,1,Piso,baix_emporda
Els Pins (Castell-Platja d'Aro),399000,171,4,2333.33,2,Casa,girona
Els Pins (Castell-Platja d'Aro),275000,190,2,1447.37,3,Piso,baix_emporda
Els Pins (Castell-Platja d'Aro),380000,302,4,1258.28,2,Piso,baix_emporda
Empuriabrava (Castelló d'Empúries),142000,46,1,3086.96,1,Piso,girona
Empuriabrava (Castelló d'Empúries),170000,111,2,1531.53,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),598000,123,5,4861.79,4,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),375000,167,3,2245.51,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),299000,77,3,3883.12,2,Piso,girona
Empuriabrava (Castelló d'Empúries),100000,41,1,2439.02,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),134000,54,2,2481.48,1,Casa,girona
Empuriabrava (Castelló d'Empúries),110000,44,1,2500.0,1,Piso,girona
Empuriabrava (Castelló d'Empúries),265000,120,2,2208.33,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),680000,181,4,3756.91,4,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),149100,73,2,2042.47,1,Piso,girona
Empuriabrava (Castelló d'Empúries),350000,100,3,3500.0,1,Piso,girona
Empuriabrava (Castelló d'Empúries),270000,90,3,3000.0,3,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),595000,105,2,5666.67,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),178500,80,3,2231.25,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),270000,100,5,2700.0,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),284000,121,3,2347.11,3,Casa,girona
Empuriabrava (Castelló d'Empúries),680000,138,4,4927.54,3,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),620000,268,5,2313.43,5,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),197000,102,3,1931.37,3,Casa,girona
Empuriabrava (Castelló d'Empúries),295000,147,3,2006.8,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),145000,60,2,2416.67,1,Piso,girona
Empuriabrava (Castelló d'Empúries),385000,150,3,2566.67,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),255000,100,2,2550.0,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),250000,161,3,1552.8,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),275000,71,2,3873.24,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),320000,542,4,590.41,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),166000,116,3,1431.03,2,Casa,girona
Empuriabrava (Castelló d'Empúries),225000,68,2,3308.82,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),240000,92,2,2608.7,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),350000,100,3,3500.0,1,Casa,girona
Empuriabrava (Castelló d'Empúries),349000,150,5,2326.67,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),105000,143,1,734.27,1,Piso,girona
Empuriabrava (Castelló d'Empúries),270000,87,3,3103.45,3,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),250000,83,2,3012.05,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),680000,138,4,4927.54,4,Casa,girona
Empuriabrava (Castelló d'Empúries),120000,70,2,1714.29,1,Piso,girona
Empuriabrava (Castelló d'Empúries),990000,291,4,3402.06,3,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),399000,150,3,2660.0,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),235000,80,3,2937.5,2,Casa,girona
Empuriabrava (Castelló d'Empúries),299000,140,2,2135.71,1,Casa,girona
Empuriabrava (Castelló d'Empúries),260000,133,3,1954.89,2,Piso,girona
Empuriabrava (Castelló d'Empúries),290000,120,3,2416.67,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),275000,110,4,2500.0,2,Piso,girona
Empuriabrava (Castelló d'Empúries),268000,90,3,2977.78,2,Piso,girona
Empuriabrava (Castelló d'Empúries),134000,54,2,2481.48,1,Piso,girona
Empuriabrava (Castelló d'Empúries),310000,74,2,4189.19,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),395000,65,2,6076.92,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),270000,87,3,3103.45,2,Piso,girona
Empuriabrava (Castelló d'Empúries),160000,78,2,2051.28,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),120000,54,1,2222.22,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),86000,40,1,2150.0,1,Piso,girona
Empuriabrava (Castelló d'Empúries),169000,98,3,1724.49,2,Casa,girona
Empuriabrava (Castelló d'Empúries),284000,121,3,2347.11,3,Piso,girona
Empuriabrava (Castelló d'Empúries),109900,49,2,2242.86,1,Piso,girona
Empuriabrava (Castelló d'Empúries),150000,60,2,2500.0,1,Piso,girona
Empuriabrava (Castelló d'Empúries),105000,35,1,3000.0,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),279000,150,3,1860.0,2,Casa,girona
Empuriabrava (Castelló d'Empúries),160000,50,1,3200.0,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),86000,84,2,1023.81,1,Piso,girona
Empuriabrava (Castelló d'Empúries),266000,130,3,2046.15,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),77000,41,1,1878.05,1,Piso,girona
Empuriabrava (Castelló d'Empúries),698000,140,4,4985.71,2,Piso,girona
Empuriabrava (Castelló d'Empúries),61900,37,1,1672.97,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),124000,40,1,3100.0,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),122500,48,2,2552.08,1,Piso,girona
Empuriabrava (Castelló d'Empúries),289000,140,3,2064.29,4,Casa,girona
Empuriabrava (Castelló d'Empúries),92000,50,2,1840.0,1,Piso,girona
Empuriabrava (Castelló d'Empúries),119000,48,1,2479.17,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),99900,44,1,2270.45,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),159000,65,2,2446.15,1,Casa,girona
Empuriabrava (Castelló d'Empúries),185000,250,2,740.0,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),899000,236,5,3809.32,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),319000,80,3,3987.5,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),234000,245,4,955.1,1,Piso,girona
Empuriabrava (Castelló d'Empúries),530000,123,4,4308.94,5,Casa,girona
Empuriabrava (Castelló d'Empúries),189000,140,3,1350.0,2,Piso,girona
Empuriabrava (Castelló d'Empúries),700000,128,4,5468.75,2,Casa,girona
Empuriabrava (Castelló d'Empúries),169000,70,3,2414.29,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),149000,52,2,2865.38,1,Piso,girona
Empuriabrava (Castelló d'Empúries),88000,55,2,1600.0,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),250000,161,3,1552.8,2,Casa,girona
Empuriabrava (Castelló d'Empúries),530000,123,4,4308.94,5,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),244000,160,3,1525.0,2,Casa,girona
Empuriabrava (Castelló d'Empúries),395000,124,3,3185.48,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),175000,69,3,2536.23,2,Casa,girona
Empuriabrava (Castelló d'Empúries),285000,99,3,2878.79,2,Casa,girona
Empuriabrava (Castelló d'Empúries),220000,93,2,2365.59,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),385000,150,3,2566.67,2,Casa,girona
Empuriabrava (Castelló d'Empúries),135000,70,2,1928.57,1,Piso,girona
Empuriabrava (Castelló d'Empúries),230000,103,2,2233.01,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),225000,105,4,2142.86,2,Casa,girona
Empuriabrava (Castelló d'Empúries),104400,55,1,1898.18,1,Piso,girona
Empuriabrava (Castelló d'Empúries),235000,80,3,2937.5,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),179000,54,2,3314.81,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),170000,50,1,3400.0,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),275000,110,4,2500.0,2,Casa,girona
Empuriabrava (Castelló d'Empúries),325000,120,3,2708.33,2,Casa,girona
Empuriabrava (Castelló d'Empúries),880000,210,3,4190.48,3,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),390000,445,4,876.4,3,Casa,girona
Empuriabrava (Castelló d'Empúries),990000,291,4,3402.06,3,Casa,girona
Empuriabrava (Castelló d'Empúries),228000,99,2,2303.03,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),115000,49,1,2346.94,1,Piso,girona
Empuriabrava (Castelló d'Empúries),90000,43,2,2093.02,1,Piso,girona
Empuriabrava (Castelló d'Empúries),165000,59,2,2796.61,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),349000,150,5,2326.67,2,Casa,girona
Empuriabrava (Castelló d'Empúries),84000,50,1,1680.0,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),275000,267,3,1029.96,3,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),285000,105,2,2714.29,1,Piso,girona
Empuriabrava (Castelló d'Empúries),89000,55,1,1618.18,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),260000,115,3,2260.87,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),199900,130,3,1537.69,1,Casa,girona
Empuriabrava (Castelló d'Empúries),285000,99,3,2878.79,2,Piso,girona
Empuriabrava (Castelló d'Empúries),199900,110,3,1817.27,2,Casa,girona
Empuriabrava (Castelló d'Empúries),228000,100,2,2280.0,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),270000,87,3,3103.45,3,Casa,girona
Empuriabrava (Castelló d'Empúries),620000,268,5,2313.43,5,Casa,girona
Empuriabrava (Castelló d'Empúries),266000,76,2,3500.0,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),190000,60,2,3166.67,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),129000,39,1,3307.69,1,Piso,girona
Empuriabrava (Castelló d'Empúries),165000,53,2,3113.21,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),360000,90,3,4000.0,2,Casa,girona
Empuriabrava (Castelló d'Empúries),235000,92,2,2554.35,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),180000,127,4,1417.32,2,Atico,girona
Empuriabrava (Castelló d'Empúries),85000,30,1,2833.33,1,Piso,girona
Empuriabrava (Castelló d'Empúries),265000,113,3,2345.13,2,Casa,girona
Empuriabrava (Castelló d'Empúries),360000,79,2,4556.96,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),197000,102,3,1931.37,3,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),266000,130,3,2046.15,2,Casa,girona
Empuriabrava (Castelló d'Empúries),330000,267,4,1235.96,4,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),880000,210,3,4190.48,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),78000,46,1,1695.65,1,Piso,girona
Empuriabrava (Castelló d'Empúries),244000,160,3,1525.0,2,Piso,girona
Empuriabrava (Castelló d'Empúries),325000,120,3,2708.33,2,Piso,girona
Empuriabrava (Castelló d'Empúries),109000,54,1,2018.52,1,Piso,girona
Empuriabrava (Castelló d'Empúries),145000,103,2,1407.77,1,Piso,girona
Empuriabrava (Castelló d'Empúries),74000,35,1,2114.29,1,Piso,girona
Empuriabrava (Castelló d'Empúries),172000,63,2,2730.16,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),130000,80,2,1625.0,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),148000,58,2,2551.72,1,Piso,girona
Empuriabrava (Castelló d'Empúries),270000,90,3,3000.0,3,Casa,girona
Empuriabrava (Castelló d'Empúries),180000,95,2,1894.74,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),310000,143,4,2167.83,3,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),290000,120,3,2416.67,2,Casa,girona
Empuriabrava (Castelló d'Empúries),125000,41,2,3048.78,1,Piso,girona
Empuriabrava (Castelló d'Empúries),115000,55,2,2090.91,1,Piso,girona
Empuriabrava (Castelló d'Empúries),235000,126,3,1865.08,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),169000,98,3,1724.49,2,Piso,girona
Empuriabrava (Castelló d'Empúries),260000,133,3,1954.89,2,Casa,girona
Empuriabrava (Castelló d'Empúries),700000,128,4,5468.75,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),105000,40,1,2625.0,1,Piso,girona
Empuriabrava (Castelló d'Empúries),698000,140,4,4985.71,2,Casa,girona
Empuriabrava (Castelló d'Empúries),100000,45,1,2222.22,1,Piso,girona
Empuriabrava (Castelló d'Empúries),299000,77,3,3883.12,2,Casa,girona
Empuriabrava (Castelló d'Empúries),390000,445,4,876.4,3,Piso,girona
Empuriabrava (Castelló d'Empúries),310000,143,4,2167.83,3,Casa,girona
Empuriabrava (Castelló d'Empúries),299000,140,2,2135.71,1,Piso,girona
Empuriabrava (Castelló d'Empúries),166000,116,3,1431.03,2,Piso,girona
Empuriabrava (Castelló d'Empúries),180000,127,4,1417.32,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),275000,71,2,3873.24,1,Casa,girona
Empuriabrava (Castelló d'Empúries),680000,138,4,4927.54,3,Casa,girona
Empuriabrava (Castelló d'Empúries),199900,130,3,1537.69,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),99000,33,1,3000.0,1,Piso,girona
Empuriabrava (Castelló d'Empúries),159000,65,2,2446.15,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),279000,150,3,1860.0,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),92800,54,1,1718.52,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),110400,68,2,1623.53,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),110000,63,2,1746.03,2,Piso,girona
Empuriabrava (Castelló d'Empúries),65000,37,1,1756.76,1,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),990000,291,4,3402.06,2,Piso,alt_emporda
Empuriabrava (Castelló d'Empúries),105000,44,1,2386.36,1,Piso,girona
Empuriabrava (Castelló d'Empúries),398000,191,4,2083.77,2,Piso,alt_emporda
