location,price,size,rooms,price/m2,bathrooms,type,region
Bordeta (Lleida Capital),116400,119,3,978.15,2,Piso,lleida
Bordeta (Lleida Capital),480000,358,7,1340.78,3,Piso,lleida
Bordeta (Lleida Capital),168000,98,3,1714.29,2,Piso,lleida
Bordeta (Lleida Capital),77000,110,4,700.0,2,Piso,lleida
Bordeta (Lleida Capital),21500,58,3,370.69,1,Piso,lleida
Bordeta (Lleida Capital),52000,75,3,693.33,1,Piso,lleida
Bordils,950000,409,5,2322.74,5,Piso,girones
Bordils,242000,151,3,1602.65,2,Piso,girones
Bordils,105800,70,3,1511.43,2,Piso,girona
Bordils,242000,151,3,1602.65,2,Casa,girona
Bordils,106200,75,3,1416.0,2,Piso,girones
Bordils,950000,409,5,2322.74,5,Fincas_rustica,girona
Bordils,105800,71,3,1490.14,2,Piso,girones
Bordils,158000,83,3,1903.61,2,Piso,girones
Bordils,325000,240,7,1354.17,2,Piso,girones
Bordils,190000,157,5,1210.19,3,Duplex,girona
Bordils,460000,193,4,2383.42,4,Piso,girones
Bordils,190000,157,5,1210.19,3,Piso,girona
Bordils,460000,193,4,2383.42,4,Casa,girona
Bordils,460000,240,4,1916.67,4,Piso,girones
Boverals-Saldonar (Vinaròs),265000,250,4,1060.0,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),159000,102,2,1558.82,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),295000,182,4,1620.88,3,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),73000,86,3,848.84,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),140000,107,3,1308.41,3,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),129212,124,2,1042.03,3,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),139000,100,2,1390.0,1,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),299000,200,3,1495.0,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),106000,127,3,834.65,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),186000,170,4,1094.12,3,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),190000,200,4,950.0,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),140000,60,2,2333.33,1,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),104000,70,2,1485.71,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),340000,156,4,2179.49,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),450000,250,4,1800.0,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),390000,428,4,911.21,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),450000,250,3,1800.0,3,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),190000,200,3,950.0,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),132000,65,2,2030.77,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),189000,105,3,1800.0,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),88000,102,3,862.75,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),88000,107,3,822.43,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),148730,142,3,1047.39,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),105000,63,2,1666.67,1,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),195000,295,3,661.02,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),53000,71,2,746.48,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),335000,250,4,1340.0,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),105900,70,2,1512.86,1,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),180000,142,3,1267.61,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),167000,180,4,927.78,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),162900,89,3,1830.34,1,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),115000,70,2,1642.86,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),115000,70,2,1642.86,1,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),145000,110,3,1318.18,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),139000,65,2,2138.46,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),105000,81,2,1296.3,1,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),74900,71,1,1054.93,1,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),80000,76,1,1052.63,1,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),145000,124,3,1169.35,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),149039,142,3,1049.57,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),85000,47,2,1808.51,1,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),160000,80,2,2000.0,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),345000,214,4,1612.15,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),105000,70,1,1500.0,1,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),92000,65,2,1415.38,1,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),190000,69,3,2753.62,1,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),279000,265,4,1052.83,3,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),290000,310,5,935.48,3,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),190000,232,4,818.97,3,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),172443,164,3,1051.48,3,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),150000,70,2,2142.86,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),219000,140,3,1564.29,1,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),240000,82,3,2926.83,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),120000,90,3,1333.33,1,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),160000,175,4,914.29,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),123000,182,5,675.82,3,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),151575,146,3,1038.18,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),110000,75,2,1466.67,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),360000,379,4,949.87,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),148780,142,3,1047.75,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),330000,209,4,1578.95,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),219000,135,3,1622.22,1,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),80000,104,4,769.23,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),173122,133,3,1301.67,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),128015,123,2,1040.77,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),126000,65,2,1938.46,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),390000,360,2,1083.33,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),151469,145,3,1044.61,3,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),128264,124,2,1034.39,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),196000,135,3,1451.85,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),185000,100,4,1850.0,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),216300,120,3,1802.5,3,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),85000,43,1,1976.74,1,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),93000,60,2,1550.0,1,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),257000,346,4,742.77,3,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),148864,142,3,1048.34,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),148671,142,3,1046.98,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),350000,296,5,1182.43,4,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),135000,72,2,1875.0,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),139900,80,4,1748.75,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),379000,242,4,1566.12,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),128135,123,2,1041.75,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),149106,142,3,1050.04,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),480000,160,4,3000.0,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),127700,123,2,1038.21,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),152180,146,3,1042.33,3,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),148705,142,3,1047.22,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),128397,124,2,1035.46,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),265000,303,4,874.59,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),148822,120,3,1240.18,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),148445,142,3,1045.39,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),127943,123,2,1040.19,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),128439,124,2,1035.8,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),148537,142,3,1046.04,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),128311,124,2,1034.77,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),38000,85,3,447.06,1,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),128088,124,2,1032.97,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),180000,244,4,737.7,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),127803,123,2,1039.05,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),150000,152,3,986.84,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),287000,309,5,928.8,4,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),123000,102,3,1205.88,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),135000,93,2,1451.61,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),270000,217,3,1244.24,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),250000,120,4,2083.33,3,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),128012,123,2,1040.75,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),244000,220,4,1109.09,3,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),320000,186,4,1720.43,3,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),139950,70,2,1999.29,1,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),280000,232,5,1206.9,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),69000,86,3,802.33,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),180000,175,4,1028.57,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),365000,592,5,616.55,5,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),104800,89,2,1177.53,2,Piso,el_baix_maestrat
Boverals-Saldonar (Vinaròs),129706,125,2,1037.65,3,Piso,el_baix_maestrat
Breda,119600,130,4,920.0,2,Piso,girona
Breda,350000,225,5,1555.56,4,Piso,selva
Breda,67600,57,2,1185.96,2,Piso,selva
Breda,119600,130,4,920.0,2,Casa,girona
Breda,80000,97,2,824.74,1,Piso,selva
Breda,196000,203,4,965.52,2,Piso,girona
Breda,126000,110,3,1145.45,2,Piso,selva
Breda,196000,203,4,965.52,2,Casa,girona
Breda,121500,120,4,1012.5,2,Piso,selva
Breda,119000,168,3,708.33,1,Piso,girona
Breda,207000,456,4,453.95,2,Piso,selva
Breda,180000,262,7,687.02,4,Piso,girona
Breda,95000,100,4,950.0,1,Piso,selva
Breda,180000,262,7,687.02,4,Casa,girona
Breda,110000,125,3,880.0,2,Piso,girona
Breda,195000,456,5,427.63,5,Piso,selva
Breda,114000,127,3,897.64,2,Piso,girona
Breda,535000,519,4,1030.83,3,Casa,girona
Breda,125000,140,3,892.86,2,Piso,selva
Breda,126000,110,3,1145.45,2,Duplex,girona
Breda,54400,71,3,766.2,1,Piso,selva
Breda,350000,225,5,1555.56,4,Casa,girona
Breda,535000,519,4,1030.83,3,Piso,selva
Breda,121000,120,4,1008.33,2,Piso,selva
Breda,68000,57,3,1192.98,1,Piso,selva
Bítem (Tortosa),74000,350,7,211.43,2,Piso,baix_ebre
Bítem (Tortosa),72400,96,3,754.17,1,Piso,baix_ebre
Bítem (Tortosa),54900,120,2,457.5,1,Piso,tarragona
Bítem (Tortosa),44800,105,1,426.67,1,Piso,baix_ebre
Bítem (Tortosa),32400,106,2,305.66,1,Piso,baix_ebre
Bítem (Tortosa),34100,121,3,281.82,2,Piso,baix_ebre
Bítem (Tortosa),95000,183,4,519.13,2,Piso,tarragona
Bítem (Tortosa),95000,106,3,896.23,1,Casa,tarragona
Bítem (Tortosa),18000,70,2,257.14,1,Piso,baix_ebre
Bítem (Tortosa),63000,88,2,715.91,1,Piso,baix_ebre
Bítem (Tortosa),135000,198,4,681.82,3,Piso,baix_ebre
Bítem (Tortosa),63000,75,2,840.0,2,Piso,baix_ebre
Bítem (Tortosa),47000,66,2,712.12,2,Piso,tarragona
Bítem (Tortosa),17500,45,2,388.89,1,Piso,baix_ebre
Bítem (Tortosa),53000,77,3,688.31,2,Piso,tarragona
Bítem (Tortosa),49000,67,2,731.34,2,Piso,baix_ebre
Bítem (Tortosa),16800,53,3,316.98,1,Piso,baix_ebre
Bítem (Tortosa),54900,120,2,457.5,1,Fincas_rustica,tarragona
Bítem (Tortosa),325000,401,4,810.47,2,Piso,baix_ebre
Bítem (Tortosa),28600,50,3,572.0,1,Piso,baix_ebre
Bítem (Tortosa),66000,64,2,1031.25,2,Piso,baix_ebre
Bítem (Tortosa),28400,74,3,383.78,1,Piso,baix_ebre
Bítem (Tortosa),75000,250,2,300.0,1,Piso,baix_ebre
Bítem (Tortosa),77000,77,3,1000.0,2,Piso,baix_ebre
Bítem (Tortosa),336000,534,4,629.21,3,Piso,baix_ebre
Bítem (Tortosa),20300,157,3,129.3,1,Piso,baix_ebre
Bítem (Tortosa),42300,80,3,528.75,1,Piso,baix_ebre
Bítem (Tortosa),95000,183,4,519.13,2,Casa,tarragona
Bítem (Tortosa),43000,59,2,728.81,1,Piso,tarragona
Bítem (Tortosa),29000,71,2,408.45,1,Piso,baix_ebre
Bítem (Tortosa),143000,200,4,715.0,3,Casa,tarragona
Bítem (Tortosa),67000,73,2,917.81,2,Piso,baix_ebre
Bítem (Tortosa),95000,182,4,521.98,2,Piso,baix_ebre
Bítem (Tortosa),50000,73,2,684.93,2,Piso,tarragona
Bítem (Tortosa),36700,81,3,453.09,1,Piso,baix_ebre
Bítem (Tortosa),135000,198,4,681.82,3,Casa,tarragona
Bítem (Tortosa),69000,69,2,1000.0,2,Piso,tarragona
Bítem (Tortosa),64000,70,2,914.29,2,Piso,baix_ebre
Bítem (Tortosa),52000,73,2,712.33,2,Piso,baix_ebre
Bítem (Tortosa),95000,106,3,896.23,1,Piso,baix_ebre
Bítem (Tortosa),64000,64,2,1000.0,2,Piso,baix_ebre
Bítem (Tortosa),56000,82,3,682.93,2,Piso,baix_ebre
Bítem (Tortosa),66000,64,3,1031.25,2,Piso,baix_ebre
Bítem (Tortosa),325000,401,4,810.47,2,Fincas_rustica,tarragona
Bítem (Tortosa),336000,534,4,629.21,3,Casa,tarragona
Bítem (Tortosa),143000,200,4,715.0,3,Piso,baix_ebre
Bítem (Tortosa),55200,66,3,836.36,1,Piso,tarragona
Bítem (Tortosa),72000,70,3,1028.57,1,Piso,baix_ebre
Bítem (Tortosa),74235,104,4,713.8,2,Piso,baix_ebre
Bítem (Tortosa),64000,64,3,1000.0,2,Piso,baix_ebre
Bítem (Tortosa),59900,120,2,499.17,1,Piso,baix_ebre
Bítem (Tortosa),59900,120,2,499.17,1,Fincas_rustica,tarragona
Bítem (Tortosa),74000,77,3,961.04,2,Piso,baix_ebre
Bítem (Tortosa),77000,77,2,1000.0,2,Piso,tarragona
Bítem (Tortosa),61000,64,2,953.12,2,Piso,baix_ebre
Bítem (Tortosa),55000,82,3,670.73,2,Piso,tarragona
Bítem (Tortosa),74000,77,2,961.04,2,Piso,baix_ebre
Bítem (Tortosa),28500,82,3,347.56,1,Piso,baix_ebre
Ca n'Anglada (Terrassa),186000,216,3,861.11,2,Casa,barcelona
Ca n'Anglada (Terrassa),136000,80,2,1700.0,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),136500,140,2,975.0,1,Casa,barcelona
Ca n'Anglada (Terrassa),58800,63,2,933.33,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),199900,179,3,1116.76,1,Piso,barcelona
Ca n'Anglada (Terrassa),163000,150,3,1086.67,1,Casa,valles_occidental
Ca n'Anglada (Terrassa),120000,77,3,1558.44,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),84000,79,3,1063.29,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),81000,67,2,1208.96,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),180000,92,3,1956.52,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),136000,115,3,1182.61,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),90000,77,3,1168.83,2,Piso,valles_occidental
Ca n'Anglada (Terrassa),136350,100,4,1363.5,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),107000,80,3,1337.5,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),80000,71,3,1126.76,1,Piso,barcelona
Ca n'Anglada (Terrassa),125000,85,3,1470.59,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),199900,179,3,1116.76,1,Casa,barcelona
Ca n'Anglada (Terrassa),92000,105,4,876.19,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),186000,216,3,861.11,2,Piso,valles_occidental
Ca n'Anglada (Terrassa),258000,185,4,1394.59,3,Casa,barcelona
Ca n'Anglada (Terrassa),207000,230,4,900.0,2,Casa,valles_occidental
Ca n'Anglada (Terrassa),159900,160,6,999.38,2,Casa,barcelona
Ca n'Anglada (Terrassa),80000,64,2,1250.0,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),158000,146,6,1082.19,1,Casa,barcelona
Ca n'Anglada (Terrassa),257000,185,4,1389.19,3,Piso,valles_occidental
Ca n'Anglada (Terrassa),76000,69,3,1101.45,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),114000,71,3,1605.63,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),188000,150,3,1253.33,3,Casa,valles_occidental
Ca n'Anglada (Terrassa),144000,75,3,1920.0,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),85900,63,3,1363.49,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),85000,71,3,1197.18,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),108000,71,3,1521.13,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),257000,185,4,1389.19,3,Casa,barcelona
Ca n'Anglada (Terrassa),91000,97,3,938.14,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),84000,66,2,1272.73,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),79900,71,3,1125.35,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),158000,146,6,1082.19,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),155000,109,2,1422.02,2,Piso,barcelona
Ca n'Anglada (Terrassa),188000,150,3,1253.33,3,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),98000,70,3,1400.0,2,Piso,valles_occidental
Ca n'Anglada (Terrassa),101900,70,3,1455.71,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),89900,66,3,1362.12,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),90000,70,3,1285.71,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),85900,77,4,1115.58,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),92900,77,4,1206.49,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),150000,136,3,1102.94,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),85000,67,3,1268.66,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),121000,72,2,1680.56,2,Piso,valles_occidental
Ca n'Anglada (Terrassa),85000,66,3,1287.88,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),160000,95,2,1684.21,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),165000,80,3,2062.5,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),136350,90,4,1515.0,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),136500,140,2,975.0,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),240000,165,2,1454.55,2,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),258000,185,4,1394.59,3,Piso,valles_occidental
Ca n'Anglada (Terrassa),220000,220,4,1000.0,3,Casa,valles_occidental
Ca n'Anglada (Terrassa),127000,163,4,779.14,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),96750,98,3,987.24,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),258000,185,3,1394.59,3,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),150000,112,4,1339.29,2,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),159000,120,3,1325.0,2,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),86000,47,1,1829.79,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),258000,185,3,1394.59,3,Casa,valles_occidental
Ca n'Anglada (Terrassa),189000,250,4,756.0,2,Casa,valles_occidental
Ca n'Anglada (Terrassa),126000,75,3,1680.0,2,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),207000,230,4,900.0,2,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),91000,70,3,1300.0,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),84900,77,4,1102.6,1,Piso,barcelona
Ca n'Anglada (Terrassa),155000,90,2,1722.22,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),189000,250,4,756.0,2,Piso,valles_occidental
Ca n'Anglada (Terrassa),74000,60,2,1233.33,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),119800,71,2,1687.32,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),83000,80,4,1037.5,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),140000,134,2,1044.78,2,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),168000,135,3,1244.44,2,Duplex,barcelona
Ca n'Anglada (Terrassa),189000,216,4,875.0,2,Casa,valles_occidental
Ca n'Anglada (Terrassa),90000,65,3,1384.62,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),121000,77,3,1571.43,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),193200,418,3,462.2,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),160000,85,2,1882.35,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),163000,150,3,1086.67,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),65100,70,3,930.0,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),183000,130,3,1407.69,2,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),155000,70,2,2214.29,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),175000,98,3,1785.71,2,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),93500,75,3,1246.67,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),177500,110,5,1613.64,2,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),140000,134,2,1044.78,2,Casa,valles_occidental
Ca n'Anglada (Terrassa),175000,87,3,2011.49,2,Duplex,barcelona
Ca n'Anglada (Terrassa),88000,66,3,1333.33,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),78000,73,3,1068.49,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),199500,231,3,863.64,3,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),240000,165,2,1454.55,2,Atico,barcelona
Ca n'Anglada (Terrassa),107000,77,3,1389.61,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),168000,135,3,1244.44,2,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),80000,72,3,1111.11,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),140000,87,2,1609.2,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),105900,77,3,1375.32,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),89000,72,4,1236.11,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),86000,49,1,1755.1,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),183000,130,3,1407.69,2,Duplex,barcelona
Ca n'Anglada (Terrassa),220000,220,4,1000.0,3,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),66900,78,2,857.69,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),69000,70,3,985.71,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),175000,98,3,1785.71,2,Duplex,barcelona
Ca n'Anglada (Terrassa),108000,55,1,1963.64,1,Piso,valles_occidental
Ca n'Anglada (Terrassa),58800,66,2,890.91,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),97900,46,1,2128.26,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),107000,78,3,1371.79,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),175000,87,3,2011.49,2,Piso,valles_occidental
Ca n'Anglada (Terrassa),90000,66,3,1363.64,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),199500,231,3,863.64,3,Casa,valles_occidental
Ca n'Anglada (Terrassa),156000,112,4,1392.86,2,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),159900,160,6,999.38,2,Piso,valles_occidental
Ca n'Anglada (Terrassa),127000,163,4,779.14,1,Casa,valles_occidental
Ca n'Anglada (Terrassa),115000,79,3,1455.7,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),162000,97,2,1670.1,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),111830,64,1,1747.34,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),97000,80,3,1212.5,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),195000,216,4,902.78,2,Piso,valles_occidental
Ca n'Anglada (Terrassa),79000,65,3,1215.38,1,Piso,valles_occidental_nord
Ca n'Anglada (Terrassa),195000,216,4,902.78,2,Casa,valles_occidental
Ca n'Anglada (Terrassa),189000,216,4,875.0,2,Piso,valles_occidental_nord
Ca n'Aurell (Terrassa),179900,126,5,1427.78,2,Piso,valles_occidental_nord
Ca n'Aurell (Terrassa),60000,78,3,769.23,1,Piso,valles_occidental
Ca n'Aurell (Terrassa),115900,90,4,1287.78,1,Piso,valles_occidental
Ca n'Aurell (Terrassa),345000,264,3,1306.82,1,Casa,valles_occidental
Ca n'Aurell (Terrassa),172000,80,2,2150.0,2,Piso,valles_occidental
Ca n'Aurell (Terrassa),175900,101,3,1741.58,1,Piso,valles_occidental_nord
Ca n'Aurell (Terrassa),190000,101,2,1881.19,2,Piso,valles_occidental_nord
Ca n'Aurell (Terrassa),207900,98,4,2121.43,1,Piso,valles_occidental_nord
