Territori,Tipus de territori,year,price_per_m2,total_rent_price
la Vila de Gràcia,Barri,2022,15.96,1017.11
el Camp d'en Grassot i Gràcia Nova,Barri,2022,15.14,1007.49
Horta-Guinardó,Districte,2022,13.10,819.71
el Baix Guinardó,Barri,2022,14.04,911.03
Can Baró,Barri,2022,13.68,806.36
el Guinardó,Barri,2022,13.44,847.08
la Font d'en Fargues,Barri,2022,13.51,873.50
el Carmel,Barri,2022,12.68,727.20
la Teixonera,Barri,2022,13.19,779.33
Sant Genís dels Agudells,Barri,2022,10.76,734.38
Montbau,Barri,2022,11.89,793.69
la Vall d'Hebron,Barri,2022,13.69,906.54
la Clota,Barri,2022,-,-
Horta,Barri,2022,12.45,801.78
Nou Barris,Districte,2022,12.08,730.36
Vilapicina i la Torre Llobeta,Barri,2022,12.75,826.42
Porta,Barri,2022,12.28,758.41
el Turó de la Peira,Barri,2022,11.91,725.70
Can Peguera,Barri,2022,-,-
la Guineueta,Barri,2022,10.83,760.70
Canyelles,Barri,2022,9.72,803.40
les Roquetes,Barri,2022,12.25,666.39
Verdun,Barri,2022,11.99,645.25
la Prosperitat,Barri,2022,12.58,725.40
la Trinitat Nova,Barri,2022,12.84,628.77
Torre Baró,Barri,2022,10.39,553.47
Ciutat Meridiana,Barri,2022,9.70,563.88
Vallbona,Barri,2022,8.04,616.18
Sant Andreu Districte,-,2022,12.51,829.38
la Trinitat Vella,Barri,2022,10.97,646.46
Baró de Viver,Barri,2022,6.12,615.98
el Bon Pastor,Barri,2022,11.54,741.07
Sant Andreu (Barri),-,2022,12.65,821.23
la Sagrera,Barri,2022,12.89,865.53
el Congrés i els Indians,Barri,2022,12.46,830.65
Navas,Barri,2022,12.65,884.21
Sant Martí,Districte,2022,14.49,1000.16
el Camp de l'Arpa del Clot,Barri,2022,14.14,894.08
el Clot,Barri,2022,13.63,904.06
el Parc i la Llacuna del Poblenou,Barri,2022,15.90,1150.17
la Vila Olímpica del Poblenou,Barri,2022,19.11,1426.27
el Poblenou,Barri,2022,16.51,1079.91
Diagonal Mar i el Front Marítim del Poblenou,Barri,2022,17.24,1247.50
el Besòs i el Maresme,Barri,2022,12.13,778.67
Provençals del Poblenou,Barri,2022,14.54,1024.30
Sant Martí de Provençals,Barri,2022,12.13,987.55
la Verneda i la Pau,Barri,2022,11.42,931.42
Barcelona,Municipi,2023,16.10,1136.40
Ciutat Vella,Districte,2023,16.66,1079.01
el Raval,Barri,2023,15.89,959.50
el Barri Gòtic,Barri,2023,16.44,1265.38
la Barceloneta,Barri,2023,18.98,991.03
"Sant Pere, Santa Caterina i la Ribera",Barri,2023,17.41,1138.02
Eixample,Districte,2023,16.51,1274.96
el Fort Pienc,Barri,2023,16.08,1179.55
la Sagrada Família,Barri,2023,16.70,1115.11
la Dreta de l'Eixample,Barri,2023,16.59,1578.63
l'Antiga Esquerra de l'Eixample,Barri,2023,16.75,1352.59
la Nova Esquerra de l'Eixample,Barri,2023,16.68,1177.59
Sant Antoni,Barri,2023,15.87,1134.06
Sants-Montjuïc,Districte,2023,16.33,1032.20
el Poble Sec - AEI Parc Montjuïc,Barri,2023,16.00,937.28
la Marina del Prat Vermell - AEI Zona Franca,Barri,2023,13.39,1451.08
la Marina de Port,Barri,2023,12.58,885.14
la Font de la Guatlla,Barri,2023,15.82,1047.20
Hostafrancs,Barri,2023,15.81,967.86
la Bordeta,Barri,2023,21.06,1326.18
Sants - Badal,Barri,2023,15.68,981.50
Sants,Barri,2023,15.76,1006.76
Les Corts,Districte,2023,16.77,1294.20
les Corts,Barri,2023,17.08,1215.76
la Maternitat i Sant Ramon,Barri,2023,15.76,1190.13
Pedralbes,Barri,2023,17.48,1952.00
Sarrià-Sant Gervasi,Districte,2023,18.24,1550.79
"Vallvidrera, el Tibidabo i les Planes",Barri,2023,14.12,1255.94
Sarrià,Barri,2023,19.52,1528.45
les Tres Torres,Barri,2023,19.42,1955.53
Sant Gervasi - la Bonanova,Barri,2023,17.82,1507.67
Sant Gervasi - Galvany,Barri,2023,18.42,1696.01
el Putxet i el Farró,Barri,2023,17.29,1255.39
Gràcia,Districte,2023,16.88,1117.96
Vallcarca i els Penitents,Barri,2023,16.78,1137.67
el Coll,Barri,2023,14.42,922.23
la Salut,Barri,2023,15.34,1090.36
la Vila de Gràcia,Barri,2023,17.48,1125.77
el Camp d'en Grassot i Gràcia Nova,Barri,2023,16.69,1138.44
Horta-Guinardó,Districte,2023,14.48,915.90
el Baix Guinardó,Barri,2023,15.48,1028.55
Can Baró,Barri,2023,14.97,890.02
el Guinardó,Barri,2023,14.95,964.50
la Font d'en Fargues,Barri,2023,15.50,1057.51
el Carmel,Barri,2023,13.50,776.53
la Teixonera,Barri,2023,14.62,847.18
Sant Genís dels Agudells,Barri,2023,12.02,822.60
Montbau,Barri,2023,13.77,896.20
la Vall d'Hebron,Barri,2023,14.95,945.88
la Clota,Barri,2023,15.46,829.08
Horta,Barri,2023,13.92,895.59
Nou Barris,Districte,2023,13.26,796.81
Vilapicina i la Torre Llobeta,Barri,2023,13.69,906.90
Porta,Barri,2023,13.51,836.49
el Turó de la Peira,Barri,2023,12.56,765.97
Can Peguera,Barri,2023,-,-
la Guineueta,Barri,2023,12.19,843.23
Canyelles,Barri,2023,10.76,832.47
les Roquetes,Barri,2023,13.61,734.30
Verdun,Barri,2023,14.53,753.35
la Prosperitat,Barri,2023,13.95,784.91
la Trinitat Nova,Barri,2023,13.52,657.39
Torre Baró,Barri,2023,7.71,494.68
Ciutat Meridiana,Barri,2023,10.39,611.71
Vallbona,Barri,2023,-,-
Sant Andreu Districte,-,2023,13.83,910.36
la Trinitat Vella,Barri,2023,12.53,714.32
Baró de Viver,Barri,2023,9.23,699.50
el Bon Pastor,Barri,2023,10.90,724.89
Sant Andreu (Barri),-,2023,13.96,910.97
la Sagrera,Barri,2023,14.54,968.21
el Congrés i els Indians,Barri,2023,14.02,924.38
Navas,Barri,2023,14.45,974.31
Sant Martí,Districte,2023,16.18,1101.75
el Camp de l'Arpa del Clot,Barri,2023,15.76,982.48
el Clot,Barri,2023,15.40,1031.80
el Parc i la Llacuna del Poblenou,Barri,2023,17.25,1238.07
la Vila Olímpica del Poblenou,Barri,2023,20.38,1495.55
el Poblenou,Barri,2023,17.78,1172.83
Diagonal Mar i el Front Marítim del Poblenou,Barri,2023,18.81,1325.18
el Besòs i el Maresme,Barri,2023,12.49,779.66
Provençals del Poblenou,Barri,2023,16.35,1161.24
Sant Martí de Provençals,Barri,2023,13.54,974.24
la Verneda i la Pau,Barri,2023,16.30,1064.23
Barcelona,Municipi,2024,16.20,1156.22
Ciutat Vella,Districte,2024,16.69,1071.96
el Raval,Barri,2024,16.10,986.35
el Barri Gòtic,Barri,2024,16.01,1201.65
la Barceloneta,Barri,2024,19.95,1010.08
"Sant Pere, Santa Caterina i la Ribera",Barri,2024,17.27,1147.66
Eixample,Districte,2024,16.73,1295.64
el Fort Pienc,Barri,2024,15.87,1182.44
la Sagrada Família,Barri,2024,16.95,1155.18
la Dreta de l'Eixample,Barri,2024,16.65,1575.96
l'Antiga Esquerra de l'Eixample,Barri,2024,17.07,1378.19
la Nova Esquerra de l'Eixample,Barri,2024,16.91,1227.66
Sant Antoni,Barri,2024,16.41,1142.62
Sants-Montjuïc,Districte,2024,15.65,982.14
el Poble Sec - AEI Parc Montjuïc,Barri,2024,16.58,968.73
la Marina del Prat Vermell - AEI Zona Franca,Barri,2024,8.10,694.70
la Marina de Port,Barri,2024,11.98,840.86
la Font de la Guatlla,Barri,2024,15.97,1057.03
Hostafrancs,Barri,2024,15.67,959.04
la Bordeta,Barri,2024,18.39,1171.68
Sants - Badal,Barri,2024,16.30,977.21
Sants,Barri,2024,16.21,1023.42
Les Corts,Districte,2024,17.58,1370.36
les Corts,Barri,2024,17.52,1286.13
la Maternitat i Sant Ramon,Barri,2024,16.83,1190.57
Pedralbes,Barri,2024,19.40,2138.53
Sarrià-Sant Gervasi,Districte,2024,18.34,1624.23
"Vallvidrera, el Tibidabo i les Planes",Barri,2024,15.79,1442.22
Sarrià,Barri,2024,18.99,1559.77
les Tres Torres,Barri,2024,19.68,2049.26
Sant Gervasi - la Bonanova,Barri,2024,17.88,1704.18
Sant Gervasi - Galvany,Barri,2024,18.88,1744.21
el Putxet i el Farró,Barri,2024,17.11,1288.31
Gràcia,Districte,2024,17.61,1162.82
Vallcarca i els Penitents,Barri,2024,17.89,1193.76
el Coll,Barri,2024,14.81,931.44
la Salut,Barri,2024,16.43,1136.36
la Vila de Gràcia,Barri,2024,17.96,1166.35
el Camp d'en Grassot i Gràcia Nova,Barri,2024,17.71,1199.27
Horta-Guinardó,Districte,2024,14.58,930.44
el Baix Guinardó,Barri,2024,15.73,1020.41
Can Baró,Barri,2024,15.92,927.56
el Guinardó,Barri,2024,15.02,976.08
la Font d'en Fargues,Barri,2024,15.66,1107.45
el Carmel,Barri,2024,13.66,800.23
la Teixonera,Barri,2024,14.62,869.71
Sant Genís dels Agudells,Barri,2024,11.06,805.40
Montbau,Barri,2024,13.96,914.20
la Vall d'Hebron,Barri,2024,15.52,1028.06
la Clota,Barri,2024,11.63,1039.75
Horta,Barri,2024,14.31,927.55
Nou Barris,Districte,2024,13.13,800.94
Vilapicina i la Torre Llobeta,Barri,2024,14.12,921.74
Porta,Barri,2024,13.56,842.00
el Turó de la Peira,Barri,2024,13.31,800.04
Can Peguera,Barri,2024,-,-
la Guineueta,Barri,2024,11.87,870.21
Canyelles,Barri,2024,10.30,886.99
les Roquetes,Barri,2024,13.89,739.16
Verdun,Barri,2024,13.12,721.37
la Prosperitat,Barri,2024,13.89,793.77
la Trinitat Nova,Barri,2024,14.34,722.12
Torre Baró,Barri,2024,5.63,446.12
Ciutat Meridiana,Barri,2024,10.53,616.42
Vallbona,Barri,2024,-,-
Sant Andreu Districte,-,2024,13.71,927.41
la Trinitat Vella,Barri,2024,12.81,726.25
Baró de Viver,Barri,2024,8.06,548.56
el Bon Pastor,Barri,2024,10.03,700.54
Sant Andreu (Barri),-,2024,13.92,927.45
la Sagrera,Barri,2024,14.40,1010.49
el Congrés i els Indians,Barri,2024,14.58,937.41
Navas,Barri,2024,14.34,1001.82
Sant Martí,Districte,2024,16.37,1105.57
el Camp de l'Arpa del Clot,Barri,2024,15.70,993.39
el Clot,Barri,2024,15.65,1037.93
el Parc i la Llacuna del Poblenou,Barri,2024,16.90,1188.52
la Vila Olímpica del Poblenou,Barri,2024,21.33,1604.96
el Poblenou,Barri,2024,18.49,1229.92
Diagonal Mar i el Front Marítim del Poblenou,Barri,2024,19.33,1327.34
el Besòs i el Maresme,Barri,2024,14.12,879.25
Provençals del Poblenou,Barri,2024,16.34,1162.69
Sant Martí de Provençals,Barri,2024,14.20,989.06
la Verneda i la Pau,Barri,2024,14.64,998.17
